Sale_ID,Sale_Date,Customer_ID,Bike_Brand,Bike_Model,Bike_Category,Engine_CC,Ex_Showroom_Price,On_Road_Price,Customer_Age,Customer_Gender,Payment_Mode,State,City,Dealer_Name,Sale_Quantity
1080,2023-09-14,8179,Honda,Hornet 2.0,Commuter,150cc,338055,366086,33,Female,Cash,Karnataka,Mysore,Ravi Group Motors,2
1081,2023-08-21,2503,KTM,Duke 125,Commuter,125cc,87841,97887,29,Female,Loan,West Bengal,Kolkata,Sule-Soni Motors,1
1082,2024-06-25,8387,Royal Enfield,Himalayan 411,Adventure,400cc+,202893,220177,36,Female,Cash,Maharashtra,Nagpur,Mall-Bhasin Motors,1
1083,2024-05-22,2749,TVS,Apache RTR 160,Commuter,150cc,125307,154835,21,Male,Loan,West Bengal,Kolkata,Lanka Inc Motors,3
1084,2023-07-08,8973,Yamaha,FZ-S,Commuter,150cc,171870,190017,34,Male,Loan,West Bengal,Siliguri,Mangat PLC Motors,2
1085,2023-11-03,4760,Honda,Hness CB350,Cruiser,350cc,262267,278267,50,Male,Cash,Maharashtra,Nagpur,Bhatt-Viswanathan Motors,3
1086,2024-07-31,8249,Yamaha,R15 V4,Sports,150cc,111603,117167,33,Male,Loan,Maharashtra,Pune,Brar-Deol Motors,3
1087,2024-10-06,5516,Honda,Hness CB350,Cruiser,350cc,227029,236266,46,Male,Loan,Gujarat,Surat,"Dass, Ahuja and Soman Motors",2
1088,2023-08-21,2939,Honda,Hornet 2.0,Commuter,150cc,93837,118249,41,Male,EMI,Gujarat,Surat,Rattan-Yohannan Motors,1
1089,2023-08-26,4206,Royal Enfield,Bullet 350,Cruiser,150cc,100508,105870,50,Female,Loan,Tamil Nadu,Chennai,"Dyal, Dasgupta and Saxena Motors",2
1090,2024-01-01,6017,Hero,Splendor Plus,Commuter,150cc,262856,281142,22,Female,Loan,Rajasthan,Udaipur,Dutt-Chadha Motors,3
1091,2023-02-08,2076,Royal Enfield,Classic 350,Cruiser,350cc,280710,302037,29,Female,EMI,Karnataka,Bangalore,Sangha Group Motors,3
1092,2023-09-15,9882,Bajaj,Dominar 250,Commuter,250cc,169832,195106,24,Male,Loan,Karnataka,Bangalore,Chaudhuri Ltd Motors,1
1093,2024-04-11,8686,Yamaha,MT-15,Commuter,150cc,214472,240324,25,Male,Loan,Uttar Pradesh,Kanpur,Sodhi Group Motors,2
1094,2024-03-23,9183,Bajaj,Dominar 250,Commuter,250cc,188989,204194,48,Male,Loan,Tamil Nadu,Coimbatore,Boase-Tandon Motors,1
1095,2023-09-23,3566,TVS,RR 310,Sports,150cc,269685,277789,43,Male,EMI,Rajasthan,Jaipur,Ray Ltd Motors,2
1096,2024-10-27,3818,Hero,HF Deluxe,Commuter,150cc,127437,139431,32,Male,Cash,Tamil Nadu,Chennai,"Jain, Gaba and Solanki Motors",3
1097,2024-07-31,5021,Hero,Xtreme 160R,Commuter,150cc,286235,301914,28,Male,Loan,Delhi,New Delhi,Sood Group Motors,2
1098,2024-10-07,3039,Bajaj,Pulsar 150,Commuter,150cc,330982,342038,49,Female,Cash,Tamil Nadu,Chennai,"Thaman, Choudhary and Bhakta Motors",3
1099,2024-06-14,1953,TVS,Apache RTR 160,Commuter,150cc,243637,254170,50,Female,EMI,Karnataka,Mysore,"Bali, Barad and Edwin Motors",3
1100,2024-02-27,3429,Royal Enfield,Bullet 350,Cruiser,150cc,232428,239340,25,Male,Cash,Gujarat,Surat,"Gopal, Bala and Bansal Motors",2
1101,2023-10-04,5766,Bajaj,Pulsar 150,Commuter,150cc,299955,308180,37,Male,EMI,Maharashtra,Pune,Ray-Sandal Motors,3
1102,2023-12-19,8983,Honda,Hornet 2.0,Commuter,150cc,261258,271972,26,Male,Cash,Karnataka,Mysore,Arya-Garg Motors,3
1103,2025-01-07,9406,Honda,CB Unicorn 150,Commuter,150cc,287194,311052,32,Female,EMI,Tamil Nadu,Coimbatore,"Goyal, Chandran and Sethi Motors",2
1104,2023-03-18,9918,Royal Enfield,Bullet 350,Cruiser,150cc,283874,291292,30,Female,Loan,West Bengal,Siliguri,Srivastava-Hayer Motors,2
1105,2024-07-27,7595,TVS,Apache RTR 200,Commuter,200cc,159861,176414,47,Male,EMI,Delhi,New Delhi,Shanker Group Motors,1
1106,2024-09-15,1478,Suzuki,Gixxer SF 250,Sports,250cc,257076,281283,30,Female,Loan,Maharashtra,Nagpur,"Buch, Wadhwa and Chanda Motors",3
1107,2023-10-02,5332,TVS,Apache RTR 200,Commuter,200cc,282143,309408,22,Female,Cash,Gujarat,Ahmedabad,"Dass, Virk and Jha Motors",1
1108,2024-05-04,3480,Suzuki,V-Strom SX,Adventure,150cc,93745,104777,35,Male,Loan,Maharashtra,Mumbai,Chadha-Sankar Motors,2
1109,2024-12-23,9036,Hero,Xtreme 160R,Commuter,150cc,329644,337780,41,Male,Loan,Uttar Pradesh,Kanpur,"Banik, Yadav and Dugal Motors",3
1110,2025-01-11,7479,Yamaha,FZ-S,Commuter,150cc,275914,302748,35,Female,EMI,Uttar Pradesh,Lucknow,Kala-Kuruvilla Motors,1
1111,2024-09-02,1711,TVS,Apache RTR 160,Commuter,150cc,126298,138992,37,Female,Cash,West Bengal,Kolkata,Mahajan Group Motors,3
1112,2023-08-07,6502,Hero,XPulse 200,Adventure,200cc,164778,170184,37,Female,Loan,Uttar Pradesh,Kanpur,Tara LLC Motors,1
1113,2023-07-27,7946,Honda,Hness CB350,Cruiser,350cc,123113,145057,21,Male,Loan,West Bengal,Siliguri,Hans-Bala Motors,3
1114,2024-01-11,2058,KTM,Duke 200,Sports,200cc,319784,335239,21,Male,Cash,Gujarat,Ahmedabad,"Sami, Kibe and Konda Motors",2
1115,2024-04-29,7267,Bajaj,Dominar 250,Commuter,250cc,166615,178374,33,Male,Cash,Rajasthan,Jaipur,Suri-Deshmukh Motors,1
1116,2024-09-13,2172,KTM,Duke 250,Sports,250cc,138737,164046,49,Male,EMI,Gujarat,Ahmedabad,"Agate, Mani and Desai Motors",2
1117,2023-09-06,4422,Yamaha,MT-15,Commuter,150cc,240449,270066,26,Female,EMI,Tamil Nadu,Coimbatore,Solanki Inc Motors,3
1118,2023-11-17,6147,Yamaha,FZ-S,Commuter,150cc,156756,177854,46,Female,EMI,Uttar Pradesh,Lucknow,Kadakia and Sons Motors,2
1119,2024-09-07,6621,Honda,CB Unicorn 150,Commuter,150cc,249274,268242,48,Male,Loan,Rajasthan,Udaipur,"Rajan, Bhattacharyya and Kale Motors",1
1120,2024-04-16,5200,Yamaha,Fascino 125,Electric,125cc,227799,249108,21,Female,Loan,Gujarat,Surat,Tripathi-Thakur Motors,3
1121,2023-04-15,1963,TVS,Apache RTR 160,Commuter,150cc,317489,324238,36,Female,Cash,Karnataka,Bangalore,"Issac, Andra and Bansal Motors",3
1122,2023-10-21,6130,Bajaj,Dominar 400,Cruiser,400cc+,110375,136296,19,Female,Cash,Rajasthan,Udaipur,Gara Group Motors,2
1123,2024-12-08,3631,Honda,CB Unicorn 150,Commuter,150cc,190839,210735,25,Female,Loan,Uttar Pradesh,Lucknow,Gour-Thaman Motors,2
1124,2024-09-04,3570,TVS,Apache RTR 160,Commuter,150cc,138459,161769,32,Female,Loan,Maharashtra,Nagpur,Sant-Dalal Motors,3
1125,2023-07-13,8407,KTM,Duke 390,Commuter,400cc+,273724,297422,47,Female,EMI,Tamil Nadu,Coimbatore,Batra Group Motors,2
1126,2023-10-13,2920,Honda,Hornet 2.0,Commuter,150cc,247378,271893,22,Male,Loan,West Bengal,Kolkata,"Bhatia, Bakshi and Bora Motors",3
1127,2023-10-24,7966,Royal Enfield,Himalayan 411,Adventure,400cc+,334598,340996,21,Male,Cash,Maharashtra,Nagpur,"Brahmbhatt, Shroff and Lall Motors",1
1128,2023-07-02,9726,Bajaj,Dominar 400,Cruiser,400cc+,180963,193888,48,Male,EMI,Uttar Pradesh,Lucknow,"Sane, Dugar and Aggarwal Motors",1
1129,2023-11-14,6405,Royal Enfield,Himalayan 411,Adventure,400cc+,224873,248322,43,Male,EMI,Uttar Pradesh,Kanpur,"Dass, Keer and Sharma Motors",3
1130,2023-10-24,4840,Bajaj,Pulsar 150,Commuter,150cc,285542,312220,31,Female,Loan,West Bengal,Kolkata,"Tella, Bala and Sachdev Motors",3
1131,2023-04-16,1763,Royal Enfield,Meteor 350,Cruiser,350cc,192862,209608,39,Female,Cash,Karnataka,Bangalore,Dora-Hayer Motors,2
1132,2024-05-17,7766,Yamaha,FZ-S,Commuter,150cc,221199,236522,28,Female,Cash,Maharashtra,Pune,Ganesh-Goda Motors,1
1133,2023-09-06,7619,KTM,RC 390,Sports,400cc+,175147,204595,19,Female,Loan,Delhi,New Delhi,Sathe LLC Motors,1
1134,2024-06-04,4323,Suzuki,V-Strom SX,Adventure,150cc,118452,126145,43,Female,Cash,Maharashtra,Mumbai,Walia-Buch Motors,3
1135,2024-02-03,5658,KTM,Duke 125,Commuter,125cc,95973,104341,48,Female,Loan,Karnataka,Bangalore,Varkey-Lala Motors,1
1136,2024-07-17,6911,Yamaha,FZ-S,Commuter,150cc,253487,275141,28,Female,EMI,Gujarat,Ahmedabad,Mander Inc Motors,3
1137,2023-12-18,6376,Hero,XPulse 200,Adventure,200cc,318043,323981,48,Male,Cash,West Bengal,Kolkata,Manne Inc Motors,3
1138,2024-01-21,1627,Hero,XPulse 200,Adventure,200cc,123929,153263,41,Female,EMI,Maharashtra,Pune,"Sarraf, Bora and Wadhwa Motors",1
1139,2024-05-18,9950,KTM,Duke 200,Sports,200cc,135135,147601,31,Female,Loan,Karnataka,Mysore,Sarma-Shah Motors,1
1140,2023-02-10,4732,KTM,Duke 200,Sports,200cc,97780,125373,46,Female,Cash,Gujarat,Surat,Shan and Sons Motors,3
1141,2024-03-12,5662,KTM,Duke 390,Commuter,400cc+,169339,191961,23,Male,EMI,Rajasthan,Jaipur,Kunda and Sons Motors,1
1142,2023-10-29,7410,Honda,CB Unicorn 150,Commuter,150cc,189319,208834,19,Male,Cash,Karnataka,Bangalore,Vohra-Tata Motors,3
1143,2024-10-12,7334,Honda,CB Unicorn 150,Commuter,150cc,241523,258917,19,Female,EMI,Tamil Nadu,Chennai,Swamy-Amble Motors,3
1144,2025-01-16,8527,Royal Enfield,Himalayan 411,Adventure,400cc+,227188,246911,49,Male,Loan,Delhi,New Delhi,Lal-Choudhary Motors,2
1145,2024-10-15,2965,Bajaj,Pulsar 150,Commuter,150cc,337719,348232,41,Male,Loan,Rajasthan,Udaipur,"Cherian, Biswas and Choudhury Motors",3
1146,2023-12-05,8881,Bajaj,Dominar 250,Commuter,250cc,325511,354758,20,Female,Cash,Tamil Nadu,Coimbatore,Goswami Inc Motors,1
1147,2023-11-17,3624,Yamaha,Fascino 125,Electric,125cc,331062,345918,34,Female,Cash,Rajasthan,Udaipur,"Bajaj, Sahota and Vora Motors",3
1148,2024-01-04,9276,KTM,Duke 125,Commuter,125cc,165881,177718,39,Female,EMI,Uttar Pradesh,Kanpur,Sankar-Cherian Motors,2
1149,2024-09-12,4778,Royal Enfield,Bullet 350,Cruiser,150cc,225345,251814,45,Male,Loan,Tamil Nadu,Chennai,Tiwari-Chadha Motors,1
1150,2023-12-01,7436,Honda,Hornet 2.0,Commuter,150cc,308991,322409,19,Male,EMI,Karnataka,Mysore,"Bajaj, Mangat and Sengupta Motors",3
1151,2024-06-13,3713,KTM,Duke 250,Sports,250cc,140854,158902,20,Male,Cash,Delhi,New Delhi,Lata-D’Alia Motors,3
1152,2024-09-25,9880,KTM,Duke 200,Sports,200cc,342734,365915,40,Male,Loan,Karnataka,Mysore,"Vora, Bala and Johal Motors",2
1153,2025-01-06,2494,Honda,CBR 250R,Commuter,250cc,276369,290836,30,Female,EMI,Uttar Pradesh,Lucknow,Warrior Ltd Motors,2
1154,2023-08-20,5021,Hero,HF Deluxe,Commuter,150cc,155250,178588,22,Male,EMI,Karnataka,Mysore,Mallick-Borah Motors,3
1155,2023-03-09,4600,Honda,CBR 250R,Commuter,250cc,260677,270654,50,Male,EMI,Gujarat,Ahmedabad,"Basu, Karpe and Chadha Motors",2
1156,2025-01-04,4304,Royal Enfield,Bullet 350,Cruiser,150cc,294395,313584,46,Male,EMI,Gujarat,Surat,Sheth-Rattan Motors,3
1157,2024-07-28,4517,Royal Enfield,Himalayan 411,Adventure,400cc+,88358,100483,42,Male,Loan,Delhi,New Delhi,"Kamdar, Iyer and Guha Motors",3
1158,2025-02-04,2294,KTM,Adventure 390,Adventure,400cc+,115465,133506,44,Female,Loan,Uttar Pradesh,Kanpur,"Tara, Karan and Kashyap Motors",1
1159,2023-05-30,7337,Suzuki,Gixxer SF 250,Sports,250cc,263912,287040,21,Male,Cash,Rajasthan,Udaipur,Ahluwalia-Varughese Motors,3
1160,2023-08-19,2216,Royal Enfield,Meteor 350,Cruiser,350cc,304686,325105,29,Male,Loan,Rajasthan,Jaipur,Wable Inc Motors,2
1161,2024-02-25,5626,Yamaha,Fascino 125,Electric,125cc,304474,324955,35,Female,Cash,Delhi,New Delhi,Deo LLC Motors,2
1162,2023-05-16,6802,Bajaj,Pulsar 150,Commuter,150cc,179174,188878,42,Female,EMI,Gujarat,Ahmedabad,Varma LLC Motors,2
1163,2023-05-09,9972,Honda,CBR 250R,Commuter,250cc,85127,99471,48,Male,EMI,Maharashtra,Mumbai,"Krishnamurthy, Sheth and Kannan Motors",3
1164,2024-09-21,1676,Yamaha,R15 V4,Sports,150cc,299361,319387,18,Male,EMI,Karnataka,Bangalore,Rao Inc Motors,2
1165,2024-03-11,9815,Bajaj,Pulsar 220F,Commuter,150cc,102774,123546,31,Female,EMI,Karnataka,Mysore,Baria PLC Motors,3
1166,2023-04-13,3179,TVS,Apache RTR 200,Commuter,200cc,291738,298980,39,Female,Cash,Karnataka,Bangalore,Ratta-Mahal Motors,2
1167,2024-12-15,3475,TVS,Apache RTR 200,Commuter,200cc,233845,260323,21,Male,Loan,Maharashtra,Nagpur,"Garde, Sagar and Borra Motors",2
1168,2023-07-22,5757,Suzuki,Gixxer SF 250,Sports,250cc,121605,150962,44,Male,Cash,Uttar Pradesh,Lucknow,Bains Group Motors,3
1169,2023-10-03,7383,TVS,Apache RTR 200,Commuter,200cc,148172,164457,37,Male,Cash,West Bengal,Kolkata,Dara-Aurora Motors,3
1170,2024-11-14,9329,Suzuki,V-Strom SX,Adventure,150cc,191703,206833,21,Female,Cash,West Bengal,Siliguri,Sastry and Sons Motors,2
1171,2024-09-18,8505,Honda,Hness CB350,Cruiser,350cc,163871,187177,30,Male,EMI,Gujarat,Surat,Babu and Sons Motors,3
1172,2024-09-29,5561,Hero,Splendor Plus,Commuter,150cc,215396,235391,44,Female,EMI,Gujarat,Ahmedabad,"Gole, Shanker and Trivedi Motors",1
1173,2024-03-01,8853,KTM,RC 200,Sports,150cc,151443,158901,24,Male,Cash,Gujarat,Ahmedabad,Mannan LLC Motors,2
1174,2024-10-09,9909,TVS,Apache RTR 160,Commuter,150cc,349118,360454,43,Male,Cash,Tamil Nadu,Chennai,Gade-Khatri Motors,2
1175,2025-01-13,7090,Suzuki,V-Strom SX,Adventure,150cc,266849,277527,19,Female,Loan,Maharashtra,Nagpur,Rana PLC Motors,1
1176,2023-11-09,3250,Bajaj,Pulsar 150,Commuter,150cc,276058,286144,33,Female,Loan,Uttar Pradesh,Kanpur,Baria LLC Motors,3
1177,2024-07-01,9480,Royal Enfield,Hunter 350,Commuter,350cc,214392,220330,24,Male,Loan,Delhi,New Delhi,"Dhar, Soni and Dubey Motors",1
1178,2024-08-02,3592,Suzuki,V-Strom SX,Adventure,150cc,106456,117363,33,Female,Loan,Gujarat,Surat,Lad LLC Motors,3
1179,2024-08-29,9421,Bajaj,Pulsar 150,Commuter,150cc,154145,180278,36,Male,EMI,Maharashtra,Nagpur,"Bhavsar, Sule and Contractor Motors",1
1180,2024-07-20,3299,Honda,Hornet 2.0,Commuter,150cc,243848,257384,41,Female,EMI,Tamil Nadu,Coimbatore,Goda-Bahl Motors,2
1181,2023-03-01,1329,KTM,Duke 250,Sports,250cc,150707,169126,34,Female,Cash,Uttar Pradesh,Kanpur,Dasgupta Ltd Motors,1
1182,2024-08-10,3725,TVS,Apache RTR 200,Commuter,200cc,95589,110347,26,Female,Cash,Maharashtra,Mumbai,Kadakia LLC Motors,1
1183,2023-11-11,6810,Honda,Hornet 2.0,Commuter,150cc,328699,336672,50,Male,Loan,Uttar Pradesh,Kanpur,Subramaniam Ltd Motors,2
1184,2024-02-12,6093,Honda,CBR 250R,Commuter,250cc,234377,240595,41,Female,Loan,Uttar Pradesh,Lucknow,"Sen, Solanki and Singhal Motors",2
1185,2024-04-30,7282,TVS,RR 310,Sports,150cc,205282,214078,37,Male,EMI,Delhi,New Delhi,Sastry-Ahuja Motors,2
1186,2023-11-27,8913,Royal Enfield,Classic 350,Cruiser,350cc,161041,171964,38,Male,Cash,Rajasthan,Jaipur,Kumar-Sani Motors,1
1187,2025-01-28,4287,Royal Enfield,Classic 350,Cruiser,350cc,117606,135300,45,Female,Loan,Tamil Nadu,Chennai,"Ramaswamy, Tiwari and Dora Motors",2
1188,2024-02-20,1485,Suzuki,V-Strom SX,Adventure,150cc,269330,299183,33,Female,EMI,Rajasthan,Udaipur,"Arora, Dyal and Chada Motors",1
1189,2023-07-17,3571,Hero,HF Deluxe,Commuter,150cc,126091,144103,35,Male,Loan,Gujarat,Surat,Thaker Ltd Motors,2
1190,2024-07-05,5100,Honda,Hornet 2.0,Commuter,150cc,156434,163771,20,Female,EMI,Uttar Pradesh,Kanpur,Barad Inc Motors,3
1191,2023-07-15,4979,KTM,Duke 200,Sports,200cc,335900,352022,37,Female,Loan,Delhi,New Delhi,Varma-Comar Motors,3
1192,2024-07-28,6263,TVS,Apache RTR 160,Commuter,150cc,343750,371377,39,Male,Cash,Uttar Pradesh,Lucknow,Krish PLC Motors,3
1193,2023-05-09,8776,TVS,Apache RTR 200,Commuter,200cc,228171,243690,42,Female,Loan,Uttar Pradesh,Kanpur,Rama-Kaur Motors,2
1194,2024-03-12,8836,Yamaha,MT-15,Commuter,150cc,80942,92847,41,Male,EMI,Tamil Nadu,Coimbatore,Loke Group Motors,1
1195,2023-08-09,4777,TVS,RR 310,Sports,150cc,275234,296664,24,Male,Loan,Rajasthan,Udaipur,Bhat Ltd Motors,1
1196,2023-02-27,7644,KTM,Adventure 390,Adventure,400cc+,274082,283911,47,Male,EMI,Delhi,New Delhi,Vasa LLC Motors,2
1197,2024-01-11,5143,Suzuki,Gixxer SF 250,Sports,250cc,325040,339687,33,Female,Cash,Maharashtra,Pune,"Sha, Atwal and Swaminathan Motors",3
1198,2024-10-25,1871,Royal Enfield,Hunter 350,Commuter,350cc,131570,150775,42,Female,Cash,Tamil Nadu,Chennai,Sampath and Sons Motors,3
1199,2023-04-03,7055,Honda,CBR 250R,Commuter,250cc,168671,191093,47,Female,Loan,Delhi,New Delhi,"Kale, Lall and Bandi Motors",2
1200,2023-03-12,4850,Bajaj,Dominar 250,Commuter,250cc,122178,148681,22,Male,Loan,Uttar Pradesh,Lucknow,"Sethi, Sen and Mall Motors",1
1201,2024-03-09,8860,Bajaj,Pulsar 150,Commuter,150cc,228352,238150,45,Female,EMI,Karnataka,Mysore,Gala Ltd Motors,1
1202,2023-10-29,9474,Royal Enfield,Himalayan 411,Adventure,400cc+,106211,123336,25,Male,EMI,Tamil Nadu,Coimbatore,Rajan Inc Motors,3
1203,2024-11-08,3144,Bajaj,Pulsar 150,Commuter,150cc,169008,187593,32,Male,Cash,Tamil Nadu,Coimbatore,"Aurora, Sahota and Sant Motors",3
1204,2024-03-01,1646,Yamaha,MT-15,Commuter,150cc,268064,278823,18,Male,Cash,Rajasthan,Udaipur,"Dhingra, Dixit and Yadav Motors",2
1205,2024-05-14,5612,Suzuki,Gixxer SF 250,Sports,250cc,316114,326561,29,Male,EMI,Maharashtra,Nagpur,Hans LLC Motors,3
1206,2023-06-13,1059,Bajaj,Dominar 400,Cruiser,400cc+,229244,249003,47,Male,Cash,Gujarat,Surat,Lal-Lata Motors,1
1207,2023-10-10,6828,Royal Enfield,Himalayan 411,Adventure,400cc+,267476,294254,29,Male,Loan,Gujarat,Surat,"Tiwari, Desai and Wagle Motors",2
1208,2024-07-13,7559,Honda,Hness CB350,Cruiser,350cc,264057,287912,33,Male,Loan,Rajasthan,Udaipur,Upadhyay LLC Motors,2
1209,2024-08-08,3663,KTM,Adventure 390,Adventure,400cc+,80489,96844,22,Male,Loan,Karnataka,Mysore,"Borra, Gala and Borde Motors",2
1210,2024-02-04,3541,Hero,HF Deluxe,Commuter,150cc,92699,121337,31,Female,Cash,Tamil Nadu,Coimbatore,"Lad, Deol and Dugar Motors",1
1211,2023-11-02,7905,Suzuki,V-Strom SX,Adventure,150cc,271500,289612,37,Female,EMI,West Bengal,Kolkata,Bumb and Sons Motors,1
1212,2023-12-31,6004,Honda,CBR 250R,Commuter,250cc,322868,339405,48,Female,EMI,West Bengal,Siliguri,"Vala, Sahota and Das Motors",2
1213,2023-02-13,2587,Royal Enfield,Himalayan 411,Adventure,400cc+,308357,326367,42,Male,EMI,Karnataka,Mysore,"Lad, Mallick and Sule Motors",1
1214,2025-01-05,8054,TVS,Apache RTR 200,Commuter,200cc,88286,100874,27,Male,Cash,West Bengal,Kolkata,Dalal Group Motors,2
1215,2024-06-18,7713,Hero,HF Deluxe,Commuter,150cc,283502,306251,45,Male,Cash,Rajasthan,Udaipur,Mand and Sons Motors,2
1216,2024-07-04,5006,Hero,XPulse 200,Adventure,200cc,136959,158942,45,Female,Cash,Gujarat,Surat,Bandi PLC Motors,3
1217,2023-02-15,6233,Yamaha,MT-15,Commuter,150cc,138709,167877,26,Male,EMI,Rajasthan,Udaipur,Karnik LLC Motors,1
1218,2023-03-03,9179,Yamaha,Fascino 125,Electric,125cc,313541,319477,44,Female,Loan,Gujarat,Surat,Gour Inc Motors,2
1219,2023-04-27,4539,Honda,CBR 250R,Commuter,250cc,297841,305187,26,Female,EMI,Tamil Nadu,Coimbatore,Sidhu Group Motors,1
1220,2023-04-25,2228,TVS,Apache RTR 160,Commuter,150cc,84629,112658,28,Male,Loan,Rajasthan,Jaipur,Mannan-Ahuja Motors,2
1221,2024-07-05,8967,Hero,XPulse 200,Adventure,200cc,130561,137169,41,Male,Loan,Karnataka,Mysore,"Dada, Krishnan and Ahuja Motors",3
1222,2024-04-21,1564,Bajaj,Pulsar 150,Commuter,150cc,312872,325908,40,Female,Cash,Karnataka,Bangalore,Rana Inc Motors,2
1223,2025-01-06,5488,KTM,Duke 250,Sports,250cc,219557,231927,25,Female,Cash,Rajasthan,Udaipur,Gopal-Sekhon Motors,2
1224,2024-01-11,4051,Royal Enfield,Himalayan 411,Adventure,400cc+,150919,167788,18,Female,Loan,Rajasthan,Udaipur,Bawa-Jani Motors,1
1225,2024-01-12,7813,Royal Enfield,Bullet 350,Cruiser,150cc,92523,109257,47,Male,EMI,Karnataka,Mysore,"Chakraborty, Salvi and Gala Motors",3
1226,2023-03-13,6510,Bajaj,Pulsar 200NS,Commuter,200cc,120493,138349,34,Female,Loan,Karnataka,Mysore,"Datta, Tella and Raj Motors",3
1227,2024-11-09,2933,Bajaj,Pulsar 150,Commuter,150cc,154274,164879,26,Female,Cash,Gujarat,Ahmedabad,Ghosh-Ganesh Motors,1
1228,2024-03-20,7040,Honda,Hornet 2.0,Commuter,150cc,330322,335426,30,Female,Cash,Maharashtra,Pune,Master LLC Motors,2
1229,2024-02-14,7261,Royal Enfield,Hunter 350,Commuter,350cc,162635,169118,44,Male,Cash,Uttar Pradesh,Kanpur,Subramanian and Sons Motors,2
1230,2024-02-07,3882,Suzuki,Gixxer SF 250,Sports,250cc,214794,221264,49,Female,Cash,Maharashtra,Pune,Soman-Sharaf Motors,2
1231,2024-09-10,5118,TVS,RR 310,Sports,150cc,141718,153397,27,Female,Loan,Maharashtra,Nagpur,Ghose Ltd Motors,3
1232,2024-06-23,9857,Bajaj,Pulsar 150,Commuter,150cc,274945,289625,34,Female,Cash,Uttar Pradesh,Lucknow,Rattan LLC Motors,1
1233,2024-12-27,5993,Royal Enfield,Meteor 350,Cruiser,350cc,260406,286365,49,Female,Cash,Karnataka,Mysore,"Karnik, Desai and Chanda Motors",1
1234,2023-02-10,1614,Suzuki,Gixxer SF 250,Sports,250cc,240974,251198,37,Male,Loan,Delhi,New Delhi,De Ltd Motors,3
1235,2023-05-07,3683,TVS,Apache RTR 200,Commuter,200cc,169420,190996,25,Male,Loan,Rajasthan,Udaipur,"Bhavsar, Sabharwal and Bedi Motors",1
1236,2023-09-09,8556,Hero,HF Deluxe,Commuter,150cc,107632,121742,19,Male,Cash,Delhi,New Delhi,"Bava, Malhotra and Buch Motors",2
1237,2024-04-02,5092,KTM,Duke 250,Sports,250cc,230651,242238,33,Male,Cash,West Bengal,Siliguri,Viswanathan PLC Motors,2
1238,2023-04-18,1393,TVS,Apache RTR 200,Commuter,200cc,297732,314572,34,Male,EMI,West Bengal,Kolkata,Wagle LLC Motors,2
1239,2024-01-28,9730,TVS,Apache RTR 160,Commuter,150cc,186091,208566,39,Female,Loan,Tamil Nadu,Chennai,"Subramanian, Bala and Chokshi Motors",2
1240,2023-07-10,8389,KTM,Adventure 390,Adventure,400cc+,119141,139081,48,Male,Cash,Maharashtra,Mumbai,Agarwal Inc Motors,1
1241,2024-12-23,1733,TVS,Apache RTR 200,Commuter,200cc,246482,276262,23,Male,EMI,Delhi,New Delhi,Krishna PLC Motors,2
1242,2023-03-28,7909,Yamaha,FZ-S,Commuter,150cc,85835,101845,33,Female,Loan,Maharashtra,Pune,Chaudhari-Sahni Motors,1
1243,2025-01-04,5837,Yamaha,Fascino 125,Electric,125cc,304577,330421,27,Male,EMI,Rajasthan,Udaipur,"Yohannan, Tripathi and Savant Motors",1
1244,2023-04-24,1821,Yamaha,FZ-S,Commuter,150cc,241751,253249,39,Male,Cash,Delhi,New Delhi,"De, Chakraborty and Swaminathan Motors",2
1245,2024-03-17,1328,Honda,Hornet 2.0,Commuter,150cc,114930,123854,19,Female,EMI,Karnataka,Bangalore,Varty-Balasubramanian Motors,2
1246,2024-02-02,9742,Yamaha,MT-15,Commuter,150cc,285324,295278,49,Male,Cash,Tamil Nadu,Chennai,Karnik-Shere Motors,3
1247,2023-08-28,2874,Honda,Hornet 2.0,Commuter,150cc,348691,355626,38,Male,Loan,Gujarat,Ahmedabad,Karan-Chaudhari Motors,2
1248,2024-02-26,5853,Honda,Hornet 2.0,Commuter,150cc,230268,239757,41,Male,EMI,Maharashtra,Nagpur,Char-Goel Motors,2
1249,2023-07-22,7856,Suzuki,Access 125,Electric,125cc,261098,276598,45,Male,Loan,Maharashtra,Pune,Mani LLC Motors,2
1250,2024-02-28,1222,Honda,CB Unicorn 150,Commuter,150cc,332270,337925,32,Female,EMI,Maharashtra,Pune,Ranganathan-Tiwari Motors,2
1251,2024-09-19,1221,Honda,CBR 250R,Commuter,250cc,261139,274132,49,Male,Loan,Uttar Pradesh,Kanpur,Bala Group Motors,1
1252,2023-12-27,6534,KTM,RC 200,Sports,150cc,104429,125819,48,Male,Cash,Rajasthan,Jaipur,"Gill, Goel and Mandal Motors",3
1253,2024-07-03,4598,Yamaha,FZ-S,Commuter,150cc,233068,248402,30,Female,Loan,Tamil Nadu,Chennai,Ghosh LLC Motors,1
1254,2023-05-13,5829,Yamaha,FZ-S,Commuter,150cc,320435,348953,45,Male,EMI,Gujarat,Surat,Jayaraman Inc Motors,1
1255,2024-03-15,8164,KTM,Duke 200,Sports,200cc,227645,251484,38,Male,Cash,Karnataka,Bangalore,"Subramanian, Jain and Edwin Motors",2
